Tip44	1	-2.36917	-2.61063	0.724817
Tip44	2	-2.67271	-3.06643	1.21314
Tip44	3	-2.47188	-3.18469	0.0374546
Tip44	4	-1.50694	-3.32267	1.4531
Tip44	5	-3.1898	-3.53194	1.09828
Tip44	6	-1.08279	-4.18113	0.164451
Tip44	7	-2.0476	-3.95808	1.7068
Tip44	8	-2.48166	-4.14807	-0.00422427
Tip44	9	-1.18567	-4.51894	0.999934
Tip44	10	-1.78018	-4.71948	1.01106
Tip65	1	1.86438	0.68723	-0.552029
Tip65	2	1.697	0.473668	-0.0808098
Tip65	3	1.74943	0.113264	-1.21372
Tip65	4	2.52729	0.107793	0.236858
Tip65	5	0.975676	-0.176413	-0.37463
Tip65	6	2.89577	-0.506776	-0.607587
Tip65	7	2.06574	-0.413005	0.553513
Tip65	8	1.61416	-0.800343	-1.02517
Tip65	9	2.79039	-0.965912	0.111154
Tip65	10	2.22711	-1.10298	-0.112442
Tip118	1	-0.634152	-0.980285	-3.55132
Tip118	2	-0.904731	-1.47345	-3.16554
Tip118	3	-0.414588	-1.33811	-4.43874
Tip118	4	0.345503	-1.77349	-2.79119
Tip118	5	-1.31111	-2.01585	-3.65646
Tip118	6	1.09548	-2.37972	-4.22017
Tip118	7	-0.0677499	-2.4838	-2.67335
Tip118	8	-0.136576	-2.55987	-4.54134
Tip118	9	1.00285	-3.00372	-3.08227
Tip118	10	0.661401	-3.14024	-3.47836
Tip104	1	-2.25461	0.154446	-3.8535
Tip104	2	-2.35184	-0.244071	-3.36841
Tip104	3	-1.73636	-0.082677	-4.58087
Tip104	4	-0.730874	-0.189623	-2.88362
Tip104	5	-2.59408	-0.675779	-3.72904
Tip104	6	0.515486	-1.07437	-4.4439
Tip104	7	-1.21234	-0.694903	-2.4657
Tip104	8	-0.717826	-1.38185	-4.45156
Tip104	9	0.493124	-1.27009	-3.11276
Tip104	10	0.207691	-1.47585	-3.42544
Tip94	1	4.03827	2.51048	-2.28173
Tip94	2	4.57	2.17447	-1.69242
Tip94	3	4.6278	2.0894	-2.96752
Tip94	4	6.14947	2.51321	-1.89681
Tip94	5	4.14583	0.921196	-2.20265
Tip94	6	6.28576	1.51344	-2.55283
Tip94	7	5.83212	1.96771	-1.52955
Tip94	8	5.19054	0.677392	-2.48513
Tip94	9	6.75349	1.3909	-2.12649
Tip94	10	6.38546	1.41106	-2.20121
Sahelanthropus_tchadensis	1	1.98522	2.26031	-2.37203
Sahelanthropus_tchadensis	2	2.28313	1.89275	-1.89221
Sahelanthropus_tchadensis	3	2.55833	1.90882	-3.00339
Sahelanthropus_tchadensis	4	4.03179	1.80115	-1.0921
Sahelanthropus_tchadensis	5	1.95275	0.81552	-2.24498
Sahelanthropus_tchadensis	6	4.03709	0.988241	-2.07779
Sahelanthropus_tchadensis	7	3.47174	1.48151	-1.10096
Sahelanthropus_tchadensis	8	3.13491	0.377166	-2.35416
Sahelanthropus_tchadensis	9	4.66282	0.722586	-1.16559
Sahelanthropus_tchadensis	10	4.16228	0.861089	-1.56754
Tip37	1	-4.99265	-0.0523106	-8.40156
Tip37	2	-4.84268	-0.574397	-8.38666
Tip37	3	-4.39948	-0.507646	-9.08263
Tip37	4	-3.26383	-0.521504	-7.73178
Tip37	5	-4.98014	-1.15808	-8.51918
Tip37	6	-2.06313	-1.63419	-8.50636
Tip37	7	-3.61353	-0.886122	-7.56714
Tip37	8	-3.47422	-1.75659	-8.76735
Tip37	9	-1.86652	-2.10013	-7.34517
Tip37	10	-2.32243	-2.04986	-7.76679
Tip6	1	-2.99488	2.683	-4.62293
Tip6	2	-3.15792	2.18068	-4.1601
Tip6	3	-2.81406	2.48295	-5.2785
Tip6	4	-1.86444	2.13086	-3.61194
Tip6	5	-3.65008	1.56256	-4.36028
Tip6	6	-1.0147	1.45821	-4.88002
Tip6	7	-2.22822	1.50108	-3.174
Tip6	8	-2.19946	1.21797	-4.97266
Tip6	9	-0.889084	1.1244	-3.25441
Tip6	10	-1.39879	1.06126	-3.78321
Tip134	1	-3.90289	-3.46433	-4.24325
Tip134	2	-4.25466	-4.02647	-3.58616
Tip134	3	-3.81048	-4.14918	-5.24559
Tip134	4	-3.11196	-5.43493	-3.44398
Tip134	5	-4.91976	-4.4068	-3.83571
Tip134	6	-2.2492	-6.29195	-4.98188
Tip134	7	-3.39118	-6.12838	-3.31452
Tip134	8	-3.353	-6.38451	-4.81486
Tip134	9	-1.76137	-5.92392	-3.0165
Tip134	10	-2.38661	-6.65917	-3.85156
Tip87	1	-0.971804	-2.25892	-5.02475
Tip87	2	-1.03107	-3.07096	-4.52858
Tip87	3	1.11234	-3.27936	-5.97975
Tip87	4	1.7369	-4.76753	-5.15362
Tip87	5	-0.776794	-3.32672	-5.01403
Tip87	6	2.08665	-3.47088	-6.29199
Tip87	7	1.34617	-5.81102	-5.74817
Tip87	8	1.59569	-5.32755	-6.44343
Tip87	9	1.98227	-5.38159	-5.24502
Tip87	10	2.13317	-5.54439	-6.15489
Tip100	1	1.54054	-2.97059	-6.91398
Tip100	2	1.55615	-3.62296	-6.62298
Tip100	3	3.95877	-3.74627	-8.63159
Tip100	4	4.51418	-4.92735	-8.82939
Tip100	5	1.58656	-3.87607	-7.24571
Tip100	6	5.50234	-4.27182	-9.44319
Tip100	7	3.40459	-5.52215	-8.72276
Tip100	8	3.98686	-5.23276	-9.73378
Tip100	9	4.80462	-5.63764	-8.78567
Tip100	10	4.8259	-5.59947	-9.54976
Tip67	1	-0.151862	-3.00764	-7.42733
Tip67	2	-0.0236975	-3.55369	-7.28792
Tip67	3	1.47767	-3.04012	-9.81701
Tip67	4	1.9893	-4.01008	-9.98254
Tip67	5	-0.0890271	-3.4661	-7.84013
Tip67	6	3.54137	-3.8477	-11.466
Tip67	7	1.27681	-4.90517	-9.41511
Tip67	8	1.62167	-4.53121	-11.1016
Tip67	9	2.52784	-4.87972	-9.46886
Tip67	10	2.69611	-4.57342	-10.7076
Tip86	1	-1.26262	-3.51173	-7.98718
Tip86	2	-1.27769	-4.19031	-7.81609
Tip86	3	0.329281	-3.91382	-9.65735
Tip86	4	1.06424	-5.15046	-9.46048
Tip86	5	-1.11449	-4.194	-8.34261
Tip86	6	3.14011	-4.67077	-10.2712
Tip86	7	0.659737	-5.89958	-8.90989
Tip86	8	1.0465	-5.46502	-10.3218
Tip86	9	1.77244	-5.80349	-8.76532
Tip86	10	2.12318	-5.67655	-9.69867
Tip88	1	2.20578	-4.97281	-5.38965
Tip88	2	2.0558	-5.73084	-5.21329
Tip88	3	3.45976	-4.77072	-7.38236
Tip88	4	3.86511	-5.83947	-7.0771
Tip88	5	2.35884	-5.56223	-5.69595
Tip88	6	5.41081	-5.48589	-8.62966
Tip88	7	3.00364	-6.8609	-6.97496
Tip88	8	3.62978	-6.21834	-8.4891
Tip88	9	3.8379	-6.75109	-6.57186
Tip88	10	4.18339	-6.59912	-7.517
Tip82	1	3.2436	-4.56259	-6.94824
Tip82	2	3.43439	-5.07644	-6.89124
Tip82	3	4.66108	-4.89267	-7.62565
Tip82	4	5.06111	-5.62632	-7.20017
Tip82	5	3.6759	-5.00585	-7.11371
Tip82	6	6.13645	-5.51676	-8.45088
Tip82	7	5.34633	-7.2934	-6.94061
Tip82	8	4.98557	-6.60638	-8.68256
Tip82	9	5.74123	-7.31823	-6.72529
Tip82	10	5.53855	-6.6423	-7.33001
Tip101	1	1.55973	-3.82041	-7.67148
Tip101	2	1.69207	-4.36728	-7.6347
Tip101	3	2.57677	-3.90862	-8.62156
Tip101	4	2.89039	-4.63826	-8.27753
Tip101	5	1.85425	-4.28763	-7.88044
Tip101	6	4.23361	-4.35933	-9.44083
Tip101	7	3.3181	-6.26864	-7.91475
Tip101	8	3.04081	-5.61281	-9.78817
Tip101	9	3.77629	-6.26247	-7.64869
Tip101	10	3.47399	-5.58319	-8.38212
Tip62	1	0.199368	-2.82284	-7.5547
Tip62	2	0.29167	-3.8058	-7.55346
Tip62	3	2.12094	-3.10153	-9.07407
Tip62	4	2.53291	-4.62982	-8.22522
Tip62	5	0.513741	-3.53718	-7.84497
Tip62	6	4.38212	-3.66565	-9.6312
Tip62	7	2.45059	-6.20405	-7.30078
Tip62	8	2.34885	-5.35058	-9.45754
Tip62	9	3.01017	-6.13998	-7.42129
Tip62	10	3.06718	-5.71222	-8.25478
Tip5	1	-1.11193	-3.59969	-6.76637
Tip5	2	-0.919353	-4.6436	-6.72499
Tip5	3	0.419775	-4.02936	-8.62656
Tip5	4	0.875811	-6.23681	-7.57414
Tip5	5	-0.689814	-4.41878	-6.99816
Tip5	6	2.66921	-5.04749	-9.12113
Tip5	7	0.699833	-7.81419	-6.38614
Tip5	8	0.736682	-6.52858	-8.80623
Tip5	9	1.2595	-7.81606	-6.43131
Tip5	10	1.3707	-7.29613	-7.34884
Tip53	1	0.835638	-5.37936	-8.53988
Tip53	2	0.770155	-6.28616	-8.49454
Tip53	3	2.45468	-5.66192	-10.1828
Tip53	4	2.79461	-7.65225	-9.28556
Tip53	5	1.04944	-6.1455	-8.8711
Tip53	6	4.34613	-6.02021	-10.4367
Tip53	7	2.34232	-8.91701	-8.4673
Tip53	8	2.54217	-8.29719	-10.3665
Tip53	9	2.9052	-8.90425	-8.45638
Tip53	10	3.29895	-8.63348	-9.34115
Tip120	1	-0.538354	-4.71296	-2.42583
Tip120	2	-0.633343	-5.88749	-2.30161
Tip120	3	1.41048	-5.24138	-3.9606
Tip120	4	1.80785	-6.39256	-3.54605
Tip120	5	-0.246854	-5.76832	-2.69225
Tip120	6	3.20308	-4.99013	-5.02903
Tip120	7	1.71813	-7.63419	-3.53474
Tip120	8	1.93032	-7.04674	-5.45941
