Tip112	1	1.77823	0.558339
Tip112	2	1.69499	0.789515
Tip112	3	1.59259	0.981104
Tip112	4	1.39948	1.16214
Tip112	5	1.13782	1.27024
Tip112	6	0.821948	1.35064
Tip112	7	0.459497	1.37052
Tip112	8	0.124318	1.33281
Tip112	9	-0.154377	1.23048
Tip112	10	-0.392439	1.11349
Tip112	11	-0.552238	0.904173
Tip112	12	-0.625486	0.634035
Tip112	13	-0.657931	0.358164
Tip112	14	-0.647568	0.111799
Tip112	15	-0.560278	-0.110303
Tip112	16	-0.390803	-0.314611
Tip112	17	-0.201524	-0.447761
Tip112	18	-0.00120501	-0.557609
Tip112	19	0.250559	-0.585154
Tip112	20	0.517933	-0.556207
Tip112	21	0.798969	-0.477989
Tip112	22	1.11552	-0.377043
Tip112	23	1.44797	-0.201264
Tip112	24	1.63155	0.0276223
Tip112	25	1.75554	0.307061
Tip95	1	1.01923	-1.87177
Tip95	2	0.88331	-1.6413
Tip95	3	0.721274	-1.48274
Tip95	4	0.496315	-1.31049
Tip95	5	0.246225	-1.20295
Tip95	6	-0.061128	-1.15365
Tip95	7	-0.379661	-1.17292
Tip95	8	-0.706507	-1.19942
Tip95	9	-1.01797	-1.27833
Tip95	10	-1.22702	-1.37527
Tip95	11	-1.37947	-1.57779
Tip95	12	-1.49103	-1.86176
Tip95	13	-1.47562	-2.10715
Tip95	14	-1.38457	-2.33927
Tip95	15	-1.21457	-2.58396
Tip95	16	-0.997623	-2.82492
Tip95	17	-0.800349	-2.91847
Tip95	18	-0.613306	-3.00752
Tip95	19	-0.395688	-2.99803
Tip95	20	-0.156787	-2.97944
Tip95	21	0.109335	-2.91664
Tip95	22	0.419163	-2.78589
Tip95	23	0.758496	-2.60213
Tip95	24	0.929018	-2.38231
Tip95	25	1.02621	-2.11503
Tip133	1	0.56826	0.735329
Tip133	2	0.493279	0.960548
Tip133	3	0.391633	1.14931
Tip133	4	0.279223	1.29107
Tip133	5	0.0724152	1.40536
Tip133	6	-0.218984	1.47562
Tip133	7	-0.494569	1.44169
Tip133	8	-0.770579	1.37215
Tip133	9	-1.12105	1.30435
Tip133	10	-1.38893	1.22052
Tip133	11	-1.6131	1.04615
Tip133	12	-1.78691	0.860567
Tip133	13	-1.90119	0.655138
Tip133	14	-1.95206	0.436068
Tip133	15	-1.88291	0.165812
Tip133	16	-1.70536	-0.0475592
Tip133	17	-1.50538	-0.148341
Tip133	18	-1.26617	-0.257648
Tip133	19	-0.984764	-0.203576
Tip133	20	-0.707144	-0.168568
Tip133	21	-0.41863	-0.0543132
Tip133	22	-0.0673591	-0.06779
Tip133	23	0.291815	0.0495482
Tip133	24	0.469644	0.234484
Tip133	25	0.547961	0.493058
Tip43	1	0.512102	-0.541159
Tip43	2	0.325394	-0.312259
Tip43	3	0.0830402	-0.160116
Tip43	4	-0.167043	0.0390522
Tip43	5	-0.607061	0.150767
Tip43	6	-1.10998	0.156548
Tip43	7	-1.51421	0.0917495
Tip43	8	-1.96	-0.055197
Tip43	9	-2.41572	-0.187135
Tip43	10	-2.74441	-0.321303
Tip43	11	-2.95837	-0.534713
Tip43	12	-3.09985	-0.741011
Tip43	13	-3.14174	-0.970236
Tip43	14	-3.11663	-1.16725
Tip43	15	-2.95611	-1.38129
Tip43	16	-2.68561	-1.55463
Tip43	17	-2.36121	-1.64077
Tip43	18	-2.0251	-1.72295
Tip43	19	-1.51823	-1.69998
Tip43	20	-0.967165	-1.6969
Tip43	21	-0.458788	-1.48453
Tip43	22	0.00552644	-1.38513
Tip43	23	0.374592	-1.25611
Tip43	24	0.572155	-1.04956
Tip43	25	0.622667	-0.773162
Tip16	1	5.22392	2.01224
Tip16	2	5.14035	2.21584
Tip16	3	5.03398	2.35742
Tip16	4	4.89974	2.49024
Tip16	5	4.68128	2.55877
Tip16	6	4.4223	2.521
Tip16	7	4.13824	2.44384
Tip16	8	3.83015	2.37833
Tip16	9	3.54534	2.30903
Tip16	10	3.28899	2.20123
Tip16	11	3.11033	2.04551
Tip16	12	2.96501	1.8164
Tip16	13	2.85558	1.5839
Tip16	14	2.86315	1.37926
Tip16	15	3.0025	1.21385
Tip16	16	3.24698	1.00988
Tip16	17	3.54783	0.928925
Tip16	18	3.82268	0.829007
Tip16	19	4.13715	0.857672
Tip16	20	4.41136	0.908341
Tip16	21	4.64921	0.977334
Tip16	22	4.93505	1.05948
Tip16	23	5.16228	1.17381
Tip16	24	5.25421	1.43776
Tip16	25	5.26065	1.73406
Tip44	1	0.165822	-3.17586
Tip44	2	0.06426	-2.93275
Tip44	3	-0.0697089	-2.77931
Tip44	4	-0.231381	-2.64049
Tip44	5	-0.455134	-2.51133
Tip44	6	-0.800154	-2.35856
Tip44	7	-1.09492	-2.34426
Tip44	8	-1.33438	-2.40531
Tip44	9	-1.60483	-2.43827
Tip44	10	-1.82755	-2.52579
Tip44	11	-1.96586	-2.77554
Tip44	12	-2.12559	-3.05001
Tip44	13	-2.18692	-3.29374
Tip44	14	-2.17119	-3.51089
Tip44	15	-2.04281	-3.80666
Tip44	16	-1.85578	-4.08584
Tip44	17	-1.60374	-4.24362
Tip44	18	-1.34929	-4.36952
Tip44	19	-1.08709	-4.40842
Tip44	20	-0.831936	-4.37884
Tip44	21	-0.567197	-4.3202
Tip44	22	-0.259567	-4.22388
Tip44	23	0.0468804	-4.05092
Tip44	24	0.169667	-3.7947
Tip44	25	0.200009	-3.47622
Tip51	1	1.81135	-0.833495
Tip51	2	1.74622	-0.587502
Tip51	3	1.64052	-0.41796
Tip51	4	1.51019	-0.322038
Tip51	5	1.33521	-0.262583
